,Company_Name,Sector,Stage,Amount($),HeadQuarter,What it does,Funding Year,Founded,Founders,Investor
189,Rupeek,Financial Services,Series A,6830000.0,Bangalore,Rupeek is an asset backed online lending platform currently operating in the space of Gold loans.,2018,N/A,N/A,N/A
190,Backpacker Panda Holidays Private Limited,Tourism,Series A,1400000.0,Pune,Backpacker Panda is creating an ecosystem for youth accommodation and travel.,2018,N/A,N/A,N/A
191,Shape (School Health and Physical Education),Education,Seed,200000.0,Pune,Physical education start up,2018,N/A,N/A,N/A
192,Placio,Hospitality,Seed,2000000.0,Noida,Placio is a student housing and a complete broker-free platform.,2018,N/A,N/A,N/A
193,Aviom India Housing Finance,Finance,Series A,1800000.0,New Delhi,Delhi based housing finance company.,2018,N/A,N/A,N/A
194,GenRobotic,Market Research,Seed,,Trivandrum,A Robotic Company.,2018,N/A,N/A,N/A
195,HeyHolidays,Tourism,Seed,1000000.0,Bangalore,"HeyHolidays, a global player in online vacation rentals.",2018,N/A,N/A,N/A
196,Pratilipi,Digital Media,Series A,4300000.0,Bengaluru,Amazon's Kindle Direct Publishing for Indian Languages,2018,N/A,N/A,N/A
197,SectorQube,Consumer Electronics,Seed,,Ernakulam,SectorQube develops smart kitchen devices that make food automatically.,2018,N/A,N/A,N/A
198,Food Memories,Food and Beverage,Seed,,Ahmedabad,Iconic Indian Delicacies from the most renowned vendors of India Delivered Globally.,2018,N/A,N/A,N/A
199,ZAMROO,Internet,Seed,,India,Zamroo is a growing mobile marketplace that allows users to buy and sell locally.,2018,N/A,N/A,N/A
200,Silversparro Technologies Pvt. Ltd,Analytics,Seed,300000.0,Gurgaon,Silversparro is a deep learning technology solution provider.,2018,N/A,N/A,N/A
201,Creator’s Gurukul,Facilities Support Services,Angel,,Gurgaon,A coworking space provider.,2018,N/A,N/A,N/A
202,Emflux Motors,Automotive,Seed,364846.0,Bengaluru,Emflux Motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,2018,N/A,N/A,N/A
203,Tricog Health Services Pvt Ltd,Health Care,Series A,4000000.0,Bangalore,Predictive Healthcare Analytics Company,2018,N/A,N/A,N/A
204,Scapic,Cloud Computing,Seed,500000.0,Bangalore,Virtual/Augmented Reality Start Up .,2018,N/A,N/A,N/A
205,6Degree,Fashion,Seed,400000.0,Mumbai,A fashion enterprise that provides a launchpad to fashion talent and brands using a tech enabled platform,2018,N/A,N/A,N/A
206,Chrysalis (EZ Vidya),Education,Seed,,Chennai,Chrysalis (EZ Vidya) is India’s leading educational research and innovation organization,2018,N/A,N/A,N/A
207,Ekincare,Medical,Series A,1500000.0,Hyderabad,EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,2018,N/A,N/A,N/A
208,Streo,Music Streaming,Seed,,Gurgaon,"Live stream music from nightclubs, bars & festivals!",2018,N/A,N/A,N/A
209,Groww,Finance,Seed,120000.0,Kormangala,Groww offers a new way of investing money.,2018,N/A,N/A,N/A
210,Cell Propulsion,N/A,Seed,84000.0,Bangalore,Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.,2018,N/A,N/A,N/A
211,Chezuba,Internet,Angel,16800.0,Hyderabad,Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,2018,N/A,N/A,N/A
212,Ontrack Technologies Pvt. Ltd,Retail,Seed,,Bangalore,Ontrack provides affordable independent transport to those dependent on cabs and autos for commute by renting bikes on a monthly basis.,2018,N/A,N/A,N/A
213,Wealthtrust,Finance,Seed,500000.0,Mumbai,Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,2018,N/A,N/A,N/A
214,Faclon Labs,Cloud Computing,Seed,,Mumbai,Faclon is an IoT and data analytics based tech startup building products to make cities and villages smart.,2018,N/A,N/A,N/A
215,Awign Enterprises,Business Development,Seed,600000.0,Bangalore,Operations and manpower outsourcing startup,2018,N/A,N/A,N/A
216,CollPoll,Education,Seed,,Bangalore,World-class Enterprise System for Education.,2018,N/A,N/A,N/A
217,Zyla Health,Health Care,Seed,,New Delhi,Zyla is transforming the way healthcare is delivered in India with specific focus on high-risk chronic patients.,2018,N/A,N/A,N/A
218,Hubhopper,Internet,Series A,500000.0,Delhi,Get your daily dose of interest as summaries from news and magazine stories .,2018,N/A,N/A,N/A
219,Rubix108 Technologies,Information Technology,Seed,1000000.0,Pune,Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.,2018,N/A,N/A,N/A
220,Workflexi,Human Resources,Seed,120000.0,Bangalore,"Be Smart, Work on Contract,Be Smart, Hire on Contract",2018,N/A,N/A,N/A
221,Streak,Financial Services,Seed,270000.0,Bangalore,Algorithmic trading platform.,2018,N/A,N/A,N/A
222,Kuants,Financial Services,Seed,60000.0,Gurgaon,Algorithmic trading platform.,2018,N/A,N/A,N/A
223,NiYO Solutions,Finance,Series A,13200000.0,Bangalore,NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,2018,N/A,N/A,N/A
224,Hippo Video,Customer Service,Seed,,Chennai,A video recording and sharing software.,2018,N/A,N/A,N/A
225,Satvacart,E-Commerce,Seed,,Gurgaon,Satvacart is a Gurgaon’s largest online supermarket,2018,N/A,N/A,N/A
226,Daaki,Health Care,Angel,,Bangalore,Sports Nutrition startup,2018,N/A,N/A,N/A
227,Simulanis,Training,Seed,500000.0,New Delhi,A Delhi-based Augmented Reality and Virtual Reality technology development company.,2018,N/A,N/A,N/A
228,MY CHIRAAG CAB,Travel,Seed,1000000.0,Jaipur,MY CHIRAAG CAB SERVICES PVT LTD,2018,N/A,N/A,N/A
229,WOTU,Food and Beverage,Seed,,Bangalore,It operates a business-to-business e-commerce portal for food and beverages.,2018,N/A,N/A,N/A
230,Flathalt,N/A,Angel,50000.0,Gurgaon,FInd your Customized Home here.,2018,N/A,N/A,N/A
231,True Elements,Dietary Supplements,Seed,600000.0,Pune,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,2018,N/A,N/A,N/A
232,Trendlyne Technologies,Financial Services,Seed,200000.0,Bangalore,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,2018,N/A,N/A,N/A
233,Planys Technologies,Manufacturing,Series A,1682400.0,Chennai,Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,2018,N/A,N/A,N/A
234,HealthPlix,Fitness,Series A,3000000.0,Bangalore,HealthPlix is a healthtech startup,2018,N/A,N/A,N/A
235,dishq,N/A,Seed,400000.0,Bengaluru,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,2018,N/A,N/A,N/A
236,Entropik Technology,Artificial Intelligence,Seed,1100000.0,Bengaluru,The boundaries between Human and Machines are shrinking fast.,2018,N/A,N/A,N/A
237,myHQ,Collaboration,Series A,500000.0,Delhi,myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,2018,N/A,N/A,N/A
238,Trell,N/A,Seed,1250000.0,Bangalore City,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,2018,N/A,N/A,N/A
239,Kidovators (by GyanLab),Big Data,Seed,180000.0,Bangalore,Building future human capital through 21st Century Skills programs for K-12,2018,N/A,N/A,N/A
240,Log 9 Materials,Nanotechnology,Seed,360000.0,Uttar Pradesh,Log 9 Materials is a nano-materials manufacturing and RnD startup,2018,N/A,N/A,N/A
241,VTION,Analytics,Seed,230400.0,Gurgaon,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,2018,N/A,N/A,N/A
242,HousingMan.com,N/A,Seed,1236000.0,Bengaluru,"New Apartments, Flats for Sale in Bangalore",2018,N/A,N/A,N/A
243,Steradian Semiconductors,N/A,Seed,,Bangalore,It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.,2018,N/A,N/A,N/A
244,RupeeCircle,Financial Services,Seed,480000.0,Mumbai,RupeeCircle is a new age finance company.,2018,N/A,N/A,N/A
245,Wooden Street,E-Commerce,Series A,1000000.0,Jaipur,Woodenstreet.com ensures to fulfill customer’s unique furniture requirements by crafting one-of-a-kind furniture pieces.,2018,N/A,N/A,N/A
246,The Ken,Digital Media,Series A,1500000.0,Bengaluru,The Ken is India’s first subscriptions-only business news site,2018,N/A,N/A,N/A
247,SaffronStays,N/A,Seed,2000000.0,Mumbai,SaffronStays connects travellers to India's Incredible hosts.,2018,N/A,N/A,N/A
248,Vebbler,File Sharing,Seed,,Bengaluru,A personal network for close people,2018,N/A,N/A,N/A
249,Foyr,Home Decor,Series A,4200000.0,Pune,"Foyr.com is India's first online, automated interior designer",2018,N/A,N/A,N/A
250,MEngage,Health Care,Seed,175000.0,Jaipur,MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.,2018,N/A,N/A,N/A
251,Inner Being Wellness,N/A,Angel,420000.0,Hyderabad,"Inner Being Wellness manufactures beauty, wellness, and nutrition products.",2018,N/A,N/A,N/A
252,Kobster,E-Commerce,Seed,,Chennai,Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an end-to-end solution for their procure-to-pay cycle.,2018,N/A,N/A,N/A
253,Wishberry,Crowdfunding,Series A,1200000.0,Mumbai,Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,2018,N/A,N/A,N/A
254,McXtra,Finance,Seed,1300000.0,Andheri,McXtra is a digital insurance broking startup.,2018,N/A,N/A,N/A
255,Magic Crate,Children,Seed,,Bangalore,"Magic Crate is a theme based stimulating, fun and learning activity box for 4-8 year olds that is mailed to your doorstep every month.",2018,N/A,N/A,N/A
256,SmartVizX,Software,Seed,1450000.0,Noida,It is a Virtual Reality Solutions StartUp,2018,N/A,N/A,N/A
257,MySEODoc,N/A,Seed,,Delhi,"SEO, PPC, Search Engine Marketing, Social Media Optimization, Content Marketing, Brand Reputation Management",2018,N/A,N/A,N/A
258,ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,N/A,Seed,2400.0,Pune,Digital Marketing Agency,2018,N/A,N/A,N/A
259,Scale Labs,N/A,Seed,1000000.0,Delhi,Scale Labs is a cross border e-commerce solutions provider that drives global trade for brands.,2018,N/A,N/A,N/A
260,HungerBox,B2B,Series A,4500000.0,Bengaluru,HungerBox is a full stack B2B F&B technology company delivering food solutions for the corporates in India.,2018,N/A,N/A,N/A
261,Biryani By Kilo,Catering,Seed,1000000.0,Noida,BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients.,2018,N/A,N/A,N/A
262,Wholesome Habits (EAT Anytime),Food and Beverage,Seed,500000.0,Mumbai,Wholesome Habits (EAT Anytime) is a healthy snacks Company.,2018,N/A,N/A,N/A
263,GoBumpr,Automotive,Seed,600000.0,Mylapore,Car Service and Bike Service Mobile App,2018,N/A,N/A,N/A
264,Fixpocket,Computer,Seed,250000.0,Ahmedabad,Fixpocket is a internet-based startup.,2018,N/A,N/A,N/A
265,edureka!,Android,Series A,2000000.0,Bangalore,"Edureka is the fastest growing online learning platform that offers live, instructor-led courses for professionals from various industries.",2018,N/A,N/A,N/A
266,Hashtag Loyalty Private Limited,Analytics,Seed,,Mumbai,Hashtag Loyalty is a customer engagement and marketing automation tool for local businesses.,2018,N/A,N/A,N/A
267,Wow Express,Delivery,Series A,4500000.0,Mumbai,"WOW, as customers react to his studiously taught, trained, polite and courteous nature.",2018,N/A,N/A,N/A
268,ZunRoof,Environmental Consulting,Angel,199200.0,Gurgaon,ZunRoof is a rooftop focused solar startup.,2018,N/A,N/A,N/A
269,Eggoz,Food and Beverage,Angel,144000.0,Indore,Eggoz is a full-stack layer poultry business operator & service provider .,2018,N/A,N/A,N/A
270,Sqrrl Fintech,Big Data,Seed,1000000.0,Gurgaon,Personal Finance,2018,N/A,N/A,N/A
271,GalaxyCard,Finance,Seed,,Noida,GalaxyCard is a mobile based Instant credit card.,2018,N/A,N/A,N/A
272,IndiQube,Commercial Real Estate,Series A,15000000.0,Bengaluru,IndiQube is a provider of co-working spaces based in Bengaluru.,2018,N/A,N/A,N/A
273,EGK Foods,Food and Beverage,Seed,240000.0,Mumbai,A food processing enterprise registered with StartUp India .,2018,N/A,N/A,N/A
274,NirogStreet,Apps,Seed,300000.0,Gurgaon,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,2018,N/A,N/A,N/A
275,Pixr8,Digital Media,Seed,50000.0,Ghaziabad,Pixr8 is a global media platform dedicated to Start-ups and business organisations for promoting entrepreneurship work.,2018,N/A,N/A,N/A
276,Nivesh.com,Finance,Seed,360000.0,Noida,Nivesh.com is a mass market mutual funds investment platform.,2018,N/A,N/A,N/A
277,Theranosis Life Sciences,Biotechnology,Seed,,Hyderabad,A fully functioning cell culture facility and molecular biology setup.,2018,N/A,N/A,N/A
278,Poshmiles Online Solutions Private Limited,Travel,Seed,,Bengaluru,Poshmiles aims to help point travellers to long weekend trips at popular and undiscovered destinations based on budget & interest.,2018,N/A,N/A,N/A
279,Reculta,Education,Seed,,Noida,A campus recruitment solution provider.,2018,N/A,N/A,N/A
280,Orbo.ai,Internet,Seed,,Mumbai,Orbo is a computer vision and deep facial technology company.,2018,N/A,N/A,N/A
281,Inntot Technologies,Consumer Electronics,Seed,,Kochi,"Inntot Technologies, is a technology driven company.",2018,N/A,N/A,N/A
282,Zoctr Health,Apps,Seed,,Powai,Zoctr Health Network is a first-of-its kind pan-India Home & Telehealth Company,2018,N/A,N/A,N/A
283,Hey Deedee,Delivery Service,Seed,396000.0,Mumbai,Hey Deedee is a Mumbai-based company that provides solutions to parcel delivery problems.,2018,N/A,N/A,N/A
284,DigiConnectt Technologys,Information Services,Seed,125000.0,Bengaluru,A technology company focused on introducing products that will accelerate and enhance sales productivity and effectiveness .,2018,N/A,N/A,N/A
285,Locus.sh,Big Data,Series A,4000000.0,Bangalore,Locus is an intelligent logistics automation platform.,2018,N/A,N/A,N/A
286,Sports Flashes Pvt. Ltd,Basketball,Seed,1000000.0,New Delhi,"Sports Flashes operates a sports content app that provides sports news, live scores, fantasy gaming, expert views, trivia, and more.",2018,N/A,N/A,N/A
287,Inc42,Media and Entertainment,Seed,,New Delhi,Inc42 is one of the leading tech media publications of India.,2018,N/A,N/A,N/A
288,Picxy,Internet,Seed,130000.0,Guntur,"A stock photo startup based in Amravati, Andhra Pradesh.",2018,N/A,N/A,N/A
289,Huddle,Consulting,Seed,300000.0,Haryana,A coworking incubator Company.,2018,N/A,N/A,N/A
290,Benepik,Human Resources,Seed,,Gurgaon,HR Technology start-up.,2018,N/A,N/A,N/A
291,Cash Suvidha,Finance,Seed,1000000.0,New Delhi,Cash Suvidha is an Digital Lending Platform that provide working capital finance to SMEs and MSMEs in India.,2018,N/A,N/A,N/A
292,Smartcoin,Big Data,Seed,2000000.0,Bangalore,Providing financial access to the millions of mobile users in India using alternative credit assessment,2018,N/A,N/A,N/A
293,Carmel Organics,Agriculture,Series A,,Indore,"Carmel Organics is an India-based herb company engaged in sourcing, processing, and distributing herbal tea ingredients.",2018,N/A,N/A,N/A
294,Roadcast,N/A,Angel,250000.0,New Delhi,Transforming the way businesses deliver. Work-force & fleet mobility tools.,2018,N/A,N/A,N/A
295,Printline Media(ThePrint),Digital Media,Seed,418800.0,New Delhi,A digital news platform.,2018,N/A,N/A,N/A
296,Creditas Solutions,Financial Services,Seed,,Gurgaon,Creditas was set-up in 2015 with an aim to help Financial Institutions find better ways to reach and interact with their customers.,2018,N/A,N/A,N/A
297,UrbanPiper,Software,Seed,,Bengaluru,UrbanPiper offers restaurants and chains with a suite of products to manage and analyze their online presence.,2018,N/A,N/A,N/A
298,Doxper,Health Care,Seed,864000.0,Mumbai,Doxper is Health tech startup which has created a digital pen and coded paper system for doctors to record patient information,2018,N/A,N/A,N/A
299,i2ifunding,Crowdfunding,Angel,600000.0,Noida,i2ifunding is an online marketplace that connects borrowers looking for personal loans with investors looking for alternative investments.,2018,N/A,N/A,N/A
300,ShakeDeal,B2B,Seed,,Bangalore,Home of B2B Commerce,2018,N/A,N/A,N/A
301,HelloVerify,Fraud Detection,Seed,,Noida,HelloVerify is an online background check platform.,2018,N/A,N/A,N/A
302,Fasal,Agriculture,Seed,120000.0,Bengaluru,Climate Smart Precision Agriculture Platform,2018,N/A,N/A,N/A
